"Timestamp"	"Identifier"	"State"	"Binary_State"	"Providers"
"44396"	1730153	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	556
"44415"	1732008	"fdd4d927378e119b06953ba652d4cf78"	"down"	-1	553
"44428"	1733878	"903d95667ceed4f4e5c934de864ee35d"	"down"	-1	558
"44454"	1735750	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	568
"44487"	1737621	"cec280729d9bace3a8fda8fc2496e7f4"	"up"	1	583
"44525"	1739491	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	603
"44563"	1741333	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	607
"44614"	1743180	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	630
"44658"	1745049	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"up"	1	648
"44699"	1746897	"eac01281e993a9eb4d6dd08b025efaac"	"down"	-1	655
"44744"	1749048	"eac01281e993a9eb4d6dd08b025efaac"	"up"	1	656
"44786"	1750930	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	664
"44820"	1752925	"cd28a2e8fd46219c81c2caef54fa7d78"	"up"	1	674
"44856"	1754808	"d75e5e373fcd8a5580c251a084eb7d3c"	"up"	1	680
"44889"	1756651	"06ef6d2dc22799dd46703fbd481ba09c"	"down"	-1	685
"44919"	1758522	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"down"	-1	693
"44961"	1760393	"c4de8e6b4edac3c407c039b7a8acc3cb"	"down"	-1	691
"45000"	1762264	"6d7b10663223061d95aa4d58469441e4"	"down"	-1	694
"45037"	1764136	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"up"	1	701
"45083"	1766006	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	709
"45146"	1767854	"8eb276e7daff48cdf25d161335c28a9e"	"down"	-1	720
"45204"	1769726	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	728
"45263"	1771598	"b0e1403fd57888e73128158e0f68562f"	"up"	1	713
"45324"	1773468	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	738
"45402"	1775323	"b0e1403fd57888e73128158e0f68562f"	"up"	1	718
"45474"	1777194	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	724
"45534"	1779036	"580ee455fc92872c7ee9192baa126780"	"up"	1	756
"45603"	1780878	"a7b12f391eb0cd182bf9e796f4e23d12"	"up"	1	751
"45652"	1782718	"cde973a683908e6550ab56eda375339b"	"down"	-1	746
"45697"	1784561	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	753
"45754"	1786404	"a223a3deb6882f30e9da69796a5fd7d0"	"up"	1	738
"45797"	1788247	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	733
"45852"	1790090	"391ec87045efff317b3f1d39466352dc"	"down"	-1	716
"45892"	1791938	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	702
"45934"	1793808	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	682
"45985"	1795680	"b0e1403fd57888e73128158e0f68562f"	"up"	1	651
"46027"	1797524	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	635
"46079"	1799376	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	615
"46116"	1801247	"a223a3deb6882f30e9da69796a5fd7d0"	"down"	-1	606
"46141"	1803091	"61a5c050a59bcfd4e49e247aaa68493d"	"down"	-1	603
"46173"	1804939	"33478a7e6897156bc48d30fbb3c0414f"	"down"	-1	595
"46204"	1806811	"33478a7e6897156bc48d30fbb3c0414f"	"up"	1	600
"46234"	1808682	"634bcd7ea556987b016443b818173273"	"down"	-1	604
"46259"	1810552	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	605
"46290"	1812407	"78369de016892f8d7a4281c5ee12dc0c"	"down"	-1	608
"46309"	1814337	"f67ab485c6dad2cd82c8d4cab319db4a"	"down"	-1	601
"46323"	1816190	"ed1e963d879335eedbc09ee5ff3b29a9"	"up"	1	605
"46343"	1818033	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	597
"46365"	1819888	"903d95667ceed4f4e5c934de864ee35d"	"down"	-1	601
"46390"	1821817	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	610
"46433"	1823691	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	615
"46468"	1825545	"0fe4768210558701063800ec6808158a"	"up"	1	636
"46511"	1827390	"6d7b10663223061d95aa4d58469441e4"	"down"	-1	641
"46563"	1829244	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	657
"46616"	1831118	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"up"	1	678
"46661"	1832966	"cec280729d9bace3a8fda8fc2496e7f4"	"down"	-1	689
"46703"	1834837	"8f4272dce1708ef663652301fde2c111"	"up"	1	695
"46753"	1836766	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"down"	-1	701
"46795"	1838615	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	717
"46838"	1840486	"eac01281e993a9eb4d6dd08b025efaac"	"up"	1	712
"46878"	1842339	"8458b660a50749be6a528ecba163229f"	"up"	1	714
"46919"	1844191	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"up"	1	723
"46955"	1846036	"cec280729d9bace3a8fda8fc2496e7f4"	"down"	-1	745
"46992"	1847888	"8458b660a50749be6a528ecba163229f"	"down"	-1	742
"47038"	1849759	"3e19ca9d71d163aeb3d17e843bdd85f1"	"up"	1	750
"47094"	1851629	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	758
"47139"	1853480	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	769
"47179"	1855323	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	771
"47220"	1857174	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	776
"47273"	1859017	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	777
"47325"	1860859	"8eb276e7daff48cdf25d161335c28a9e"	"down"	-1	773
"47384"	1862702	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	762
"47433"	1864552	"823bcae1b7bc07ef1147cc8048039c5c"	"up"	1	771
"47496"	1866394	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	762
"47538"	1868230	"2b0e895a0532cc474cee9ec3260828f4"	"up"	1	764
"47588"	1870095	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	768
"47628"	1871936	"a223a3deb6882f30e9da69796a5fd7d0"	"up"	1	766
"47667"	1873773	"b6b8e28bb09d2ad3c97c13de96debf33"	"down"	-1	755
"47708"	1875617	"67c34d28ad854a9ca831c2b2ee58ebc5"	"down"	-1	750
"47760"	1877516	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	734
"47803"	1879387	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	713
"47858"	1881232	"a223a3deb6882f30e9da69796a5fd7d0"	"up"	1	688
"47891"	1883072	"67c34d28ad854a9ca831c2b2ee58ebc5"	"up"	1	665
"47933"	1884915	"c57afd37ea0ae3f21000e0d1a051ed73"	"down"	-1	649
"47978"	1886795	"664634eafdccc5f4c2c6087bbb80d441"	"up"	1	626
"48003"	1888637	"7737356e26c21f861c6298b0738a431a"	"down"	-1	625
"48043"	1890473	"55fb8fd39acd6163ce29f5803d874359"	"up"	1	617
"48070"	1892310	"c57afd37ea0ae3f21000e0d1a051ed73"	"up"	1	616
"48099"	1894150	"61a5c050a59bcfd4e49e247aaa68493d"	"down"	-1	617
"48121"	1895986	"31baa385ff16cdc5f8ea20b270f997e1"	"up"	1	623
"48143"	1897823	"ed1e963d879335eedbc09ee5ff3b29a9"	"up"	1	631
"48163"	1899659	"3c885395075cb4acd819d62cdd56e1d4"	"down"	-1	621
"48183"	1901502	"fdd4d927378e119b06953ba652d4cf78"	"up"	1	627
"48201"	1903343	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	625
"48502"	1905179	"b0e1403fd57888e73128158e0f68562f"	"up"	1	336
"48799"	1907015	"903d95667ceed4f4e5c934de864ee35d"	"down"	-1	615
"48828"	1908851	"f298595e9bdee647b8c04368d2b085d5"	"down"	-1	624
"48902"	1910688	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	598
"48969"	1912524	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	649
"49012"	1914361	"efa30fbabb6d856b6e213c2564272b68"	"up"	1	662
"49064"	1916196	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	662
"49117"	1918032	"6f18eab1f344a5a070b03097a36a45ff"	"up"	1	681
"49157"	1919869	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	701
"49209"	1921711	"274e3a0ced6108a9db078372812a2389"	"down"	-1	695
"49258"	1923553	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	700
"49301"	1925394	"cec280729d9bace3a8fda8fc2496e7f4"	"down"	-1	703
"49339"	1927230	"3e19ca9d71d163aeb3d17e843bdd85f1"	"down"	-1	701
"49374"	1929066	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	712
"49419"	1930903	"722c5b3b81f0d6cdbf74eca98c517895"	"up"	1	723
"49452"	1932739	"76c2519096ce64c5dc8d7bfb9e1aec06"	"down"	-1	728
"49488"	1934576	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	730
"49532"	1936412	"cec280729d9bace3a8fda8fc2496e7f4"	"up"	1	740
"49571"	1938247	"31baa385ff16cdc5f8ea20b270f997e1"	"down"	-1	747
"49607"	1940083	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	743
"49660"	1941920	"eac01281e993a9eb4d6dd08b025efaac"	"down"	-1	758
"49706"	1943757	"8eb276e7daff48cdf25d161335c28a9e"	"down"	-1	764
"49755"	1945594	"8eb276e7daff48cdf25d161335c28a9e"	"up"	1	763
"49802"	1947447	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	764
"49855"	1949283	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"down"	-1	753
"49902"	1951120	"cec280729d9bace3a8fda8fc2496e7f4"	"up"	1	740
"49946"	1952971	"8eb276e7daff48cdf25d161335c28a9e"	"down"	-1	732
"49995"	1954808	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	737
"50039"	1956644	"8eb276e7daff48cdf25d161335c28a9e"	"up"	1	723
"50078"	1958483	"274e3a0ced6108a9db078372812a2389"	"down"	-1	728
"50114"	1960324	"274e3a0ced6108a9db078372812a2389"	"up"	1	722
"50156"	1962160	"0fe4768210558701063800ec6808158a"	"down"	-1	714
"50193"	1963997	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	705
"50244"	1965833	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	676
"50288"	1967668	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	654
"50319"	1969505	"7187278b9d33f0697c05461ee2a3b3f3"	"down"	-1	649
"50344"	1971341	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	628
"50382"	1973177	"eac01281e993a9eb4d6dd08b025efaac"	"down"	-1	608
"50408"	1975013	"7737356e26c21f861c6298b0738a431a"	"up"	1	602
"50428"	1976850	"255f5f579f869c1da19eab4de27199e0"	"down"	-1	598
"50464"	1978686	"33478a7e6897156bc48d30fbb3c0414f"	"down"	-1	588
"50496"	1980523	"7737356e26c21f861c6298b0738a431a"	"down"	-1	592
"50519"	1982361	"07951e3cd2c271b5dfda51b7b552306c"	"down"	-1	591
"50540"	1984197	"07951e3cd2c271b5dfda51b7b552306c"	"up"	1	592
"50559"	1986033	"3c885395075cb4acd819d62cdd56e1d4"	"down"	-1	595
"50585"	1987870	"31baa385ff16cdc5f8ea20b270f997e1"	"up"	1	589
"50609"	1989706	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	597
"50630"	1991543	"3c885395075cb4acd819d62cdd56e1d4"	"down"	-1	594
"50654"	1993379	"903d95667ceed4f4e5c934de864ee35d"	"down"	-1	590
"50681"	1995218	"6d7b10663223061d95aa4d58469441e4"	"down"	-1	599
"50714"	1997058	"b8960a4795c3f833e8a7c1460d5318b2"	"down"	-1	606
"50745"	1998895	"0fe4768210558701063800ec6808158a"	"up"	1	621
"50779"	2000732	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	625
"50821"	2002568	"21a3af1a0f3b8b4d103caf506ff866bd"	"up"	1	637
"50866"	2004405	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	658
"50901"	2006242	"eac01281e993a9eb4d6dd08b025efaac"	"up"	1	665
"50938"	2008084	"eac01281e993a9eb4d6dd08b025efaac"	"down"	-1	672
"50971"	2009921	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	679
"51013"	2011772	"274e3a0ced6108a9db078372812a2389"	"down"	-1	681
"51046"	2013609	"391ec87045efff317b3f1d39466352dc"	"down"	-1	688
"51084"	2015446	"391ec87045efff317b3f1d39466352dc"	"up"	1	684
"51118"	2017282	"31baa385ff16cdc5f8ea20b270f997e1"	"down"	-1	690
"51159"	2019119	"274e3a0ced6108a9db078372812a2389"	"up"	1	715
"51193"	2020955	"cec280729d9bace3a8fda8fc2496e7f4"	"down"	-1	723
"51237"	2022792	"cec280729d9bace3a8fda8fc2496e7f4"	"up"	1	721
"51281"	2024628	"cec280729d9bace3a8fda8fc2496e7f4"	"down"	-1	737
"51318"	2026464	"cec280729d9bace3a8fda8fc2496e7f4"	"up"	1	738
"51351"	2028301	"062cc228c60a158e8133f77985116907"	"up"	1	735
"51402"	2030138	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	746
"51449"	2031976	"8eb276e7daff48cdf25d161335c28a9e"	"up"	1	737
"51515"	2033905	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"down"	-1	735
"51580"	2035748	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	744
"51641"	2037590	"2b0e895a0532cc474cee9ec3260828f4"	"up"	1	743
"51699"	2039460	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	739
"51759"	2041302	"c90b720c91e08002c047ab494a1c7337"	"down"	-1	753
"51820"	2043145	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	726
"51881"	2045014	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	733
"51915"	2046867	"a7b12f391eb0cd182bf9e796f4e23d12"	"up"	1	735
"51962"	2048704	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	722
"52017"	2050541	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	695
"52084"	2052377	"062cc228c60a158e8133f77985116907"	"down"	-1	682
"52120"	2054215	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	656
"52161"	2056056	"062cc228c60a158e8133f77985116907"	"up"	1	637
"52198"	2057891	"0fe4768210558701063800ec6808158a"	"down"	-1	624
"52237"	2059728	"b0e1403fd57888e73128158e0f68562f"	"up"	1	615
"52268"	2061565	"062cc228c60a158e8133f77985116907"	"down"	-1	602
"52296"	2063401	"a65185c4cc9be96f1d40d35508667d7e"	"down"	-1	592
"52319"	2065237	"255f5f579f869c1da19eab4de27199e0"	"down"	-1	595
"52336"	2067074	"5c6b7e7d39c5e9e71e50062026926cb4"	"down"	-1	590
"52362"	2068910	"61a5c050a59bcfd4e49e247aaa68493d"	"down"	-1	590
"52380"	2070747	"33478a7e6897156bc48d30fbb3c0414f"	"up"	1	592
"52403"	2072583	"a223a3deb6882f30e9da69796a5fd7d0"	"down"	-1	589
"52417"	2074425	"fdd4d927378e119b06953ba652d4cf78"	"up"	1	589
"52441"	2076262	"a223a3deb6882f30e9da69796a5fd7d0"	"up"	1	595
"52459"	2078104	"3c885395075cb4acd819d62cdd56e1d4"	"up"	1	593
"52487"	2079940	"584ccda2fedec2bee988fa69bcedf142"	"up"	1	603
"52510"	2081777	"5fbdb321be2676b2b663c8e71e1fd533"	"down"	-1	594
"52539"	2083613	"5fbdb321be2676b2b663c8e71e1fd533"	"up"	1	601
"52574"	2085449	"a53c5eb84fa12ee8e097eebf406df338"	"up"	1	612
"52615"	2087286	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	617
"52671"	2089123	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	629
"52716"	2090960	"3e19ca9d71d163aeb3d17e843bdd85f1"	"up"	1	638
"52762"	2092803	"eac01281e993a9eb4d6dd08b025efaac"	"up"	1	648
"52798"	2094645	"c90b720c91e08002c047ab494a1c7337"	"down"	-1	664
"52832"	2096481	"7737356e26c21f861c6298b0738a431a"	"down"	-1	656
"52872"	2098317	"274e3a0ced6108a9db078372812a2389"	"up"	1	662
"52907"	2100159	"c4de8e6b4edac3c407c039b7a8acc3cb"	"up"	1	679
"52948"	2101995	"cec280729d9bace3a8fda8fc2496e7f4"	"up"	1	684
"52990"	2103831	"391ec87045efff317b3f1d39466352dc"	"down"	-1	680
"53042"	2105667	"391ec87045efff317b3f1d39466352dc"	"up"	1	682
"53081"	2107504	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	683
"53132"	2109340	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	682
"53177"	2111182	"722c5b3b81f0d6cdbf74eca98c517895"	"up"	1	677
"53224"	2113024	"8458b660a50749be6a528ecba163229f"	"up"	1	688
"53281"	2114861	"584ccda2fedec2bee988fa69bcedf142"	"down"	-1	705
"53337"	2116697	"cbaa4baa45928afd7c321522a8abbcfb"	"up"	1	703
"53402"	2118533	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	712
"53461"	2120370	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"down"	-1	701
"53519"	2122209	"2b0e895a0532cc474cee9ec3260828f4"	"up"	1	691
"53578"	2124111	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	686
"53631"	2125953	"2b0e895a0532cc474cee9ec3260828f4"	"up"	1	687
"53685"	2127791	"391ec87045efff317b3f1d39466352dc"	"down"	-1	683
"53725"	2129694	"391ec87045efff317b3f1d39466352dc"	"up"	1	685
"53770"	2131531	"846391e18341ee89f5d5d57d33d921e2"	"up"	1	682
"53813"	2133368	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	679
"53880"	2135203	"580ee455fc92872c7ee9192baa126780"	"down"	-1	642
"53921"	2137039	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	627
"53965"	2138876	"b0e1403fd57888e73128158e0f68562f"	"up"	1	617
"54030"	2140711	"391ec87045efff317b3f1d39466352dc"	"up"	1	626
"54069"	2142548	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	607
"54105"	2144387	"3476552e7cbff59a28574c845e1b75d7"	"up"	1	593
"54140"	2146222	"0fe4768210558701063800ec6808158a"	"down"	-1	574
"54169"	2148059	"bb3abfd04fc3017c237425a6c3406360"	"down"	-1	559
"54195"	2149895	"255f5f579f869c1da19eab4de27199e0"	"down"	-1	555
"54225"	2151734	"a72baa9b9e982f3d090fe2f581567c95"	"up"	1	537
"54244"	2153662	"21a3af1a0f3b8b4d103caf506ff866bd"	"down"	-1	540
"54261"	2155498	"55fb8fd39acd6163ce29f5803d874359"	"up"	1	537
"54278"	2157336	"d4690fe77bbd23bef860c2f028f85731"	"up"	1	540
"54291"	2159172	"e2a0767613d057e7fc0e531308005ed9"	"up"	1	537
"54298"	2161007	"fdd4d927378e119b06953ba652d4cf78"	"down"	-1	536
"54314"	2162844	"a527f0aee6a7c5898fc73f553618d4d6"	"down"	-1	536
"54325"	2164717	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	533
"54346"	2166646	"bb3abfd04fc3017c237425a6c3406360"	"up"	1	528
"54368"	2168484	"584ccda2fedec2bee988fa69bcedf142"	"up"	1	538
"54392"	2330970	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	546
"54596"	2332807	"afc7d24d77acbcee70dc4dce9d91faee"	"down"	-1	560
"54613"	2334649	"cd6129fc50a9887d041a40671e5b7a4e"	"down"	-1	553
"54635"	2336485	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	555
"54649"	2338321	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	555
"54662"	2340158	"6d7b10663223061d95aa4d58469441e4"	"up"	1	558
"54691"	2341994	"cc370a453ea29700e82913ddcdfed9e8"	"up"	1	565
"54725"	2343831	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	567
"54764"	2345673	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	574
"54808"	2347514	"6f18eab1f344a5a070b03097a36a45ff"	"down"	-1	586
"54844"	2349351	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	596
"54876"	2351193	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	614
"54919"	2353035	"b6b8e28bb09d2ad3c97c13de96debf33"	"up"	1	623
"54965"	2354884	"c4de8e6b4edac3c407c039b7a8acc3cb"	"up"	1	631
"55004"	2356726	"775d926de0c598bea3ea3989705002c2"	"up"	1	640
"55044"	2358568	"8f4272dce1708ef663652301fde2c111"	"down"	-1	640
"55073"	2360404	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"down"	-1	637
"55108"	2362250	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"up"	1	644
"55144"	2364085	"722c5b3b81f0d6cdbf74eca98c517895"	"up"	1	650
"55184"	2365921	"580ee455fc92872c7ee9192baa126780"	"up"	1	654
"55216"	2367757	"775d926de0c598bea3ea3989705002c2"	"down"	-1	652
"55257"	2369593	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	669
"55294"	2371428	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	684
"55336"	2373269	"efa30fbabb6d856b6e213c2564272b68"	"up"	1	694
"55373"	2375111	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	693
"55429"	2376962	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	685
"55468"	2378798	"f298595e9bdee647b8c04368d2b085d5"	"down"	-1	700
"55513"	2380634	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	699
"55566"	2382471	"274e3a0ced6108a9db078372812a2389"	"up"	1	690
"55627"	2384307	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	693
"55677"	2386144	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	691
"55717"	2387979	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	691
"55762"	2389815	"c378f8485958f1fd9f763902d8d82f6e"	"down"	-1	688
"55794"	2391650	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	680
"55830"	2393486	"efa30fbabb6d856b6e213c2564272b68"	"up"	1	684
"55874"	2395322	"903d95667ceed4f4e5c934de864ee35d"	"down"	-1	672
"55924"	2397163	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	648
"55959"	2398999	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	641
"56078"	2400867	"cbaa4baa45928afd7c321522a8abbcfb"	"up"	1	540
"56191"	2402709	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	593
"56230"	2404545	"eea5fa4f20aaeeae3c879ba1c9e8d263"	"down"	-1	582
"56259"	2406381	"f04a828f318aff62fcb7e6bdb26e96a5"	"up"	1	569
"56285"	2408216	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	559
"56307"	2410054	"cbaa4baa45928afd7c321522a8abbcfb"	"up"	1	563
"56344"	2411898	"214dc0eca0e5088fc6887b1b99e3d8b1"	"up"	1	566
"56374"	2413768	"cde30883116fedd75bb0877070eaf47c"	"down"	-1	562
"56398"	2415604	"bae9f82e5f770dc200d9860e772d846f"	"down"	-1	576
"56415"	2417440	"7e9cc11f27d728e4ff890821406e3f7a"	"down"	-1	577
"56431"	2419281	"7e9cc11f27d728e4ff890821406e3f7a"	"up"	1	573
"56450"	2421118	"ecce30f065256c3e95a2140b1ad5f83b"	"down"	-1	580
"56467"	2424828	"a223a3deb6882f30e9da69796a5fd7d0"	"down"	-1	579
"56505"	2426664	"76c2519096ce64c5dc8d7bfb9e1aec06"	"up"	1	575
"56528"	2428500	"fdd4d927378e119b06953ba652d4cf78"	"down"	-1	582
"56561"	2430337	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	591
"56602"	2432173	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	600
"56639"	2434010	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	611
"56695"	2435846	"6d7b10663223061d95aa4d58469441e4"	"up"	1	631
"56724"	2437683	"3f3239871014c02c84c62a93ba14e20b"	"down"	-1	634
"56779"	2439525	"3f3239871014c02c84c62a93ba14e20b"	"up"	1	641
"56813"	2441367	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	657
"56843"	2443219	"cbaa4baa45928afd7c321522a8abbcfb"	"up"	1	661
"56873"	2445055	"efa30fbabb6d856b6e213c2564272b68"	"up"	1	659
"56906"	2446891	"1057867fb860c37a7da506cc8f5ac2ab"	"down"	-1	664
"56935"	2448727	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	667
"56978"	2450563	"6d7b10663223061d95aa4d58469441e4"	"down"	-1	666
"57018"	2452399	"3f3239871014c02c84c62a93ba14e20b"	"down"	-1	664
"57052"	2454240	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	678
"57106"	2456076	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	680
"57156"	2457912	"775d926de0c598bea3ea3989705002c2"	"up"	1	694
"57193"	2459748	"a53c5eb84fa12ee8e097eebf406df338"	"down"	-1	703
"57234"	2461584	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	700
"57289"	2463419	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	693
"57331"	2465256	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	699
"57394"	2467106	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	694
"57463"	2468948	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	671
"57536"	2470784	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	696
"57584"	2472620	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	696
"57627"	2474456	"b0e1403fd57888e73128158e0f68562f"	"up"	1	699
"57670"	2476363	"775d926de0c598bea3ea3989705002c2"	"up"	1	698
"57712"	2478199	"cbaa4baa45928afd7c321522a8abbcfb"	"up"	1	692
"57753"	2478200	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	681
