"Timestamp"	"Identifier"	"State"	"Binary_State"	"Providers"
"30226"	1109665	"a2243a95524ca75af04c32308ea3dc50"	"down"	-1	624
"30257"	1111519	"9e9d1b2044e51d6a090f5682bd72289e"	"down"	-1	621
"30284"	1113365	"61a5c050a59bcfd4e49e247aaa68493d"	"down"	-1	612
"30313"	1115210	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	613
"30345"	1117057	"449be95bfa021604ae6f7c108e3a3a1f"	"up"	1	619
"30365"	1118903	"07951e3cd2c271b5dfda51b7b552306c"	"up"	1	629
"30391"	1120746	"a3171453f91697c248fe123d5be29e84"	"down"	-1	625
"30419"	1122593	"18e2d16a914bf03705cb6fcaf4b166a8"	"down"	-1	623
"30444"	1124438	"a527f0aee6a7c5898fc73f553618d4d6"	"down"	-1	622
"30462"	1126283	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	626
"30481"	1128128	"6299f1d02492d97cee783e1cc4fef2a8"	"up"	1	631
"30510"	1129975	"76c2519096ce64c5dc8d7bfb9e1aec06"	"up"	1	628
"30539"	1131823	"a7b12f391eb0cd182bf9e796f4e23d12"	"down"	-1	631
"30580"	1133666	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	648
"30623"	1135513	"0fe4768210558701063800ec6808158a"	"up"	1	667
"30685"	1137359	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	689
"30739"	1139204	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	699
"30791"	1141049	"21a3af1a0f3b8b4d103caf506ff866bd"	"up"	1	721
"30833"	1142905	"b6b8e28bb09d2ad3c97c13de96debf33"	"up"	1	725
"30872"	1144750	"67c34d28ad854a9ca831c2b2ee58ebc5"	"down"	-1	736
"30914"	1146600	"67c34d28ad854a9ca831c2b2ee58ebc5"	"up"	1	744
"30959"	1148445	"a53c5eb84fa12ee8e097eebf406df338"	"up"	1	737
"31029"	1150291	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	737
"31074"	1152136	"8458b660a50749be6a528ecba163229f"	"up"	1	738
"31116"	1153983	"cec280729d9bace3a8fda8fc2496e7f4"	"up"	1	758
"31155"	1155857	"efa30fbabb6d856b6e213c2564272b68"	"up"	1	759
"31209"	1157699	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	763
"31248"	1159535	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	772
"31310"	1161374	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	768
"31373"	1163216	"c4de8e6b4edac3c407c039b7a8acc3cb"	"up"	1	795
"31426"	1165052	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	810
"31488"	1166889	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	820
"31545"	1168725	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	829
"31598"	1170600	"67c34d28ad854a9ca831c2b2ee58ebc5"	"down"	-1	834
"31669"	1172529	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	829
"31727"	1174404	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	821
"31781"	1176261	"b0e1403fd57888e73128158e0f68562f"	"up"	1	807
"31855"	1178108	"a7b12f391eb0cd182bf9e796f4e23d12"	"up"	1	831
"31907"	1179963	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	823
"31958"	1181818	"cec280729d9bace3a8fda8fc2496e7f4"	"down"	-1	828
"32003"	1183664	"61a5c050a59bcfd4e49e247aaa68493d"	"down"	-1	807
"32057"	1185521	"722c5b3b81f0d6cdbf74eca98c517895"	"down"	-1	787
"32107"	1187377	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	781
"32162"	1189217	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	756
"32211"	1191059	"da0fc0fccf5025a476d53a22bfbd1c82"	"down"	-1	721
"32262"	1192901	"0fe4768210558701063800ec6808158a"	"down"	-1	702
"32306"	1194747	"3c5cb8d57374fcb827fc8009ee534962"	"down"	-1	682
"32338"	1196601	"775d926de0c598bea3ea3989705002c2"	"down"	-1	676
"32368"	1198441	"6299f1d02492d97cee783e1cc4fef2a8"	"down"	-1	662
"32415"	1200281	"b8be54ba76c31c18726e6948fe1411e5"	"up"	1	661
"32452"	1202121	"1057867fb860c37a7da506cc8f5ac2ab"	"down"	-1	650
"32487"	1203964	"fdd4d927378e119b06953ba652d4cf78"	"up"	1	653
"32515"	1205811	"449be95bfa021604ae6f7c108e3a3a1f"	"up"	1	661
"32550"	1207649	"255f5f579f869c1da19eab4de27199e0"	"down"	-1	666
"32577"	1209503	"18e2d16a914bf03705cb6fcaf4b166a8"	"down"	-1	663
"32596"	1211356	"3b1b10360d9fdde15e225c8c70dc1489"	"down"	-1	662
"32622"	1213212	"6299f1d02492d97cee783e1cc4fef2a8"	"up"	1	660
"32658"	1215055	"6d7b10663223061d95aa4d58469441e4"	"down"	-1	652
"32698"	1216911	"2b0e895a0532cc474cee9ec3260828f4"	"up"	1	662
"32733"	1218760	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	679
"32777"	1220607	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	693
"32837"	1222459	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	691
"32896"	1224306	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	718
"32945"	1226145	"3b1b10360d9fdde15e225c8c70dc1489"	"down"	-1	731
"32985"	1227986	"6299f1d02492d97cee783e1cc4fef2a8"	"down"	-1	735
"33036"	1229841	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	750
"33083"	1231684	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	759
"33120"	1233527	"31baa385ff16cdc5f8ea20b270f997e1"	"down"	-1	764
"33163"	1235367	"cd6129fc50a9887d041a40671e5b7a4e"	"up"	1	769
"33205"	1237207	"580ee455fc92872c7ee9192baa126780"	"up"	1	765
"33244"	1239041	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	772
"33278"	1240875	"8eb276e7daff48cdf25d161335c28a9e"	"down"	-1	772
"33323"	1242708	"8eb276e7daff48cdf25d161335c28a9e"	"up"	1	785
"33368"	1244542	"c4de8e6b4edac3c407c039b7a8acc3cb"	"up"	1	792
"33446"	1246376	"3c5cb8d57374fcb827fc8009ee534962"	"up"	1	790
"33511"	1248210	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	809
"33561"	1250044	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	811
"33612"	1251877	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	812
"33663"	1253711	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	815
"33727"	1255544	"2b0e895a0532cc474cee9ec3260828f4"	"up"	1	823
"33789"	1257377	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	813
"33836"	1259211	"a53c5eb84fa12ee8e097eebf406df338"	"down"	-1	804
"33888"	1261044	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	802
"33948"	1262880	"580ee455fc92872c7ee9192baa126780"	"up"	1	792
"34011"	1264714	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	801
"34074"	1266548	"a223a3deb6882f30e9da69796a5fd7d0"	"down"	-1	800
"34133"	1268391	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	779
"34187"	1270261	"8eb276e7daff48cdf25d161335c28a9e"	"up"	1	779
"34230"	1272115	"8eb276e7daff48cdf25d161335c28a9e"	"down"	-1	770
"34290"	1273965	"cde973a683908e6550ab56eda375339b"	"down"	-1	738
"34343"	1275821	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	701
"34386"	1277663	"67c34d28ad854a9ca831c2b2ee58ebc5"	"down"	-1	684
"34422"	1279505	"274e3a0ced6108a9db078372812a2389"	"down"	-1	664
"34456"	1281350	"67c34d28ad854a9ca831c2b2ee58ebc5"	"up"	1	652
"34502"	1283197	"61a5c050a59bcfd4e49e247aaa68493d"	"down"	-1	634
"34548"	1285048	"eea5fa4f20aaeeae3c879ba1c9e8d263"	"down"	-1	626
"34584"	1286884	"d4690fe77bbd23bef860c2f028f85731"	"up"	1	622
"34622"	1288721	"31baa385ff16cdc5f8ea20b270f997e1"	"up"	1	628
"34653"	1290555	"8e77e6799408953df50f51a730545f88"	"down"	-1	635
"34670"	1292388	"3b1b10360d9fdde15e225c8c70dc1489"	"up"	1	634
"34702"	1294221	"255f5f579f869c1da19eab4de27199e0"	"down"	-1	628
"34722"	1296055	"78369de016892f8d7a4281c5ee12dc0c"	"down"	-1	632
"34750"	1297888	"07951e3cd2c271b5dfda51b7b552306c"	"down"	-1	630
"34777"	1299721	"07951e3cd2c271b5dfda51b7b552306c"	"up"	1	625
"34804"	1301555	"33478a7e6897156bc48d30fbb3c0414f"	"down"	-1	624
"34832"	1303390	"3b1b10360d9fdde15e225c8c70dc1489"	"down"	-1	624
"34870"	1305224	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	644
"34909"	1307061	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	655
"34965"	1308897	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	673
"35011"	1310731	"07951e3cd2c271b5dfda51b7b552306c"	"down"	-1	679
"35061"	1312565	"274e3a0ced6108a9db078372812a2389"	"up"	1	689
"35115"	1314399	"31baa385ff16cdc5f8ea20b270f997e1"	"down"	-1	701
"35163"	1316250	"a223a3deb6882f30e9da69796a5fd7d0"	"down"	-1	715
"35210"	1318084	"8f4272dce1708ef663652301fde2c111"	"up"	1	720
"35248"	1319926	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	720
"35283"	1321763	"afc7d24d77acbcee70dc4dce9d91faee"	"up"	1	725
"35322"	1323597	"775d926de0c598bea3ea3989705002c2"	"up"	1	738
"35359"	1325431	"b8960a4795c3f833e8a7c1460d5318b2"	"down"	-1	731
"35405"	1327264	"580ee455fc92872c7ee9192baa126780"	"up"	1	735
"35455"	1329098	"cbaa4baa45928afd7c321522a8abbcfb"	"up"	1	741
"35505"	1330931	"87df8cd42efe9920d9de4be911ad6ebd"	"up"	1	759
"35554"	1332764	"062cc228c60a158e8133f77985116907"	"up"	1	768
"35606"	1334598	"775d926de0c598bea3ea3989705002c2"	"down"	-1	778
"35655"	1336431	"775d926de0c598bea3ea3989705002c2"	"up"	1	775
"35719"	1338265	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	779
"35772"	1340102	"8eb276e7daff48cdf25d161335c28a9e"	"down"	-1	778
"35826"	1341938	"8eb276e7daff48cdf25d161335c28a9e"	"up"	1	780
"35883"	1343780	"3b1b10360d9fdde15e225c8c70dc1489"	"down"	-1	793
"35945"	1345614	"2b0e895a0532cc474cee9ec3260828f4"	"up"	1	789
"35999"	1347448	"3c5cb8d57374fcb827fc8009ee534962"	"down"	-1	791
"36049"	1349285	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	787
"36097"	1351120	"a7b12f391eb0cd182bf9e796f4e23d12"	"up"	1	777
"36149"	1352953	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	779
"36196"	1354787	"2fc0438cbd37cdfb523bb2afa645ed08"	"down"	-1	770
"36246"	1356620	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	760
"36293"	1358460	"2f69923400c5c32343fa85c71569a192"	"down"	-1	745
"36332"	1360297	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	730
"36396"	1362133	"e46dba4f01bc4a88685b465ce98210e3"	"down"	-1	696
"36447"	1363970	"062cc228c60a158e8133f77985116907"	"down"	-1	685
"36495"	1365803	"a223a3deb6882f30e9da69796a5fd7d0"	"down"	-1	661
"36539"	1367636	"21a3af1a0f3b8b4d103caf506ff866bd"	"down"	-1	641
"36568"	1369469	"927c2ea3cd0c3427604e8331d412bfe0"	"down"	-1	634
"36603"	1371303	"afc7d24d77acbcee70dc4dce9d91faee"	"down"	-1	621
"36631"	1373136	"31baa385ff16cdc5f8ea20b270f997e1"	"up"	1	615
"36662"	1374970	"fdd4d927378e119b06953ba652d4cf78"	"up"	1	622
"36691"	1376803	"07951e3cd2c271b5dfda51b7b552306c"	"down"	-1	627
"36721"	1378637	"07951e3cd2c271b5dfda51b7b552306c"	"up"	1	621
"36743"	1380473	"d4690fe77bbd23bef860c2f028f85731"	"down"	-1	617
"36780"	1382316	"91fc1e00a969aceb959437c49037323d"	"down"	-1	620
"36800"	1384152	"91fc1e00a969aceb959437c49037323d"	"up"	1	622
"36822"	1385986	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	622
"36846"	1387821	"903d95667ceed4f4e5c934de864ee35d"	"down"	-1	612
"36880"	1389656	"55fb8fd39acd6163ce29f5803d874359"	"up"	1	622
"36920"	1391493	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	636
"36955"	1393327	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	635
"36999"	1395161	"b0e1403fd57888e73128158e0f68562f"	"up"	1	645
"37037"	1396996	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	655
"37077"	1398832	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	675
"37113"	1400667	"c4de8e6b4edac3c407c039b7a8acc3cb"	"up"	1	675
"37158"	1402510	"cec280729d9bace3a8fda8fc2496e7f4"	"up"	1	676
"37205"	1404347	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	691
"37246"	1406182	"634bcd7ea556987b016443b818173273"	"up"	1	702
"37285"	1408019	"8458b660a50749be6a528ecba163229f"	"up"	1	709
"37325"	1409853	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	709
"37373"	1411690	"274e3a0ced6108a9db078372812a2389"	"down"	-1	707
"37418"	1413524	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	724
"37454"	1415358	"31baa385ff16cdc5f8ea20b270f997e1"	"down"	-1	728
"37485"	1417192	"722c5b3b81f0d6cdbf74eca98c517895"	"up"	1	729
"37528"	1419026	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	744
"37575"	1420863	"274e3a0ced6108a9db078372812a2389"	"down"	-1	745
"37614"	1422697	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	750
"37668"	1424531	"eac01281e993a9eb4d6dd08b025efaac"	"down"	-1	766
"37719"	1426364	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	777
"37777"	1428201	"3b1b10360d9fdde15e225c8c70dc1489"	"up"	1	767
"37834"	1430034	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	784
"37890"	1431868	"3b1b10360d9fdde15e225c8c70dc1489"	"down"	-1	780
"37949"	1433701	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	771
"38007"	1435535	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	767
"38068"	1437369	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	770
"38117"	1439203	"cec280729d9bace3a8fda8fc2496e7f4"	"down"	-1	761
"38156"	1441040	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	754
"38202"	1442874	"8458b660a50749be6a528ecba163229f"	"down"	-1	754
"38238"	1444710	"67c34d28ad854a9ca831c2b2ee58ebc5"	"down"	-1	736
"38285"	1446544	"67c34d28ad854a9ca831c2b2ee58ebc5"	"up"	1	723
"38343"	1448386	"cde973a683908e6550ab56eda375339b"	"down"	-1	689
"38386"	1450219	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	658
"38420"	1452052	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	638
"38456"	1453889	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	624
"38486"	1455729	"07951e3cd2c271b5dfda51b7b552306c"	"up"	1	620
"38519"	1457566	"255f5f579f869c1da19eab4de27199e0"	"down"	-1	613
"38552"	1459399	"55fb8fd39acd6163ce29f5803d874359"	"up"	1	608
"38582"	1461233	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	610
"38614"	1463069	"07951e3cd2c271b5dfda51b7b552306c"	"up"	1	616
"38646"	1464902	"fdd4d927378e119b06953ba652d4cf78"	"down"	-1	612
"38670"	1466739	"55fb8fd39acd6163ce29f5803d874359"	"down"	-1	610
"38687"	1468572	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	605
"38708"	1470408	"07951e3cd2c271b5dfda51b7b552306c"	"down"	-1	608
"38731"	1472241	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	605
"38750"	1474075	"07951e3cd2c271b5dfda51b7b552306c"	"up"	1	612
"38773"	1475910	"0fe4768210558701063800ec6808158a"	"up"	1	617
"38804"	1477752	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	622
"38841"	1479588	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	633
"38860"	1481421	"3b1b10360d9fdde15e225c8c70dc1489"	"down"	-1	640
"38901"	1483254	"ab1c733c2b175817594c1f9e023e7d87"	"up"	1	651
"38931"	1485088	"cec280729d9bace3a8fda8fc2496e7f4"	"up"	1	655
"38972"	1486922	"c5cd54814ef2efc1f10b4ce1b0dae48b"	"up"	1	670
"39015"	1488792	"21a3af1a0f3b8b4d103caf506ff866bd"	"up"	1	677
"39061"	1490633	"5fbda39faffe3ee8f859d48492432e3a"	"down"	-1	691
"39094"	1492470	"584ccda2fedec2bee988fa69bcedf142"	"down"	-1	692
"39135"	1494302	"06ef6d2dc22799dd46703fbd481ba09c"	"up"	1	705
"39180"	1496136	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	718
"39222"	1497969	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	718
"39267"	1499805	"b0e1403fd57888e73128158e0f68562f"	"up"	1	713
"39320"	1501639	"31baa385ff16cdc5f8ea20b270f997e1"	"down"	-1	732
"39368"	1503472	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	726
"39415"	1505309	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	731
"39450"	1507142	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	736
"39500"	1508975	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	748
"39549"	1510808	"062cc228c60a158e8133f77985116907"	"up"	1	751
"39594"	1512641	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	748
"39960"	1514475	"b0e1403fd57888e73128158e0f68562f"	"up"	1	422
"40324"	1516308	"cd28a2e8fd46219c81c2caef54fa7d78"	"down"	-1	744
"40382"	1518145	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	744
"40439"	1519978	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	735
"40491"	1521812	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	723
"40544"	1523645	"274e3a0ced6108a9db078372812a2389"	"up"	1	730
"40592"	1525479	"6d7b10663223061d95aa4d58469441e4"	"down"	-1	722
"40631"	1527312	"cec280729d9bace3a8fda8fc2496e7f4"	"down"	-1	719
"40668"	1529148	"3c885395075cb4acd819d62cdd56e1d4"	"up"	1	712
"40698"	1530982	"722c5b3b81f0d6cdbf74eca98c517895"	"down"	-1	694
"40745"	1532818	"580ee455fc92872c7ee9192baa126780"	"down"	-1	675
"40797"	1534652	"584ccda2fedec2bee988fa69bcedf142"	"up"	1	659
"40842"	1536488	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	650
"40882"	1538322	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	636
"40915"	1540159	"2b0e895a0532cc474cee9ec3260828f4"	"down"	-1	615
"40946"	1541992	"0fe4768210558701063800ec6808158a"	"down"	-1	604
"40959"	1543826	"fdd4d927378e119b06953ba652d4cf78"	"up"	1	599
"40981"	1545663	"4569d356b2d4d95d4b4c651994fe5654"	"up"	1	591
"41006"	1547499	"a7b12f391eb0cd182bf9e796f4e23d12"	"down"	-1	580
"41032"	1549333	"eac01281e993a9eb4d6dd08b025efaac"	"up"	1	576
"41066"	1551174	"61a5c050a59bcfd4e49e247aaa68493d"	"down"	-1	574
"41082"	1553008	"584ccda2fedec2bee988fa69bcedf142"	"down"	-1	572
"41095"	1554841	"fdd4d927378e119b06953ba652d4cf78"	"down"	-1	563
"41115"	1556677	"5fbda39faffe3ee8f859d48492432e3a"	"up"	1	569
"41135"	1558513	"4569d356b2d4d95d4b4c651994fe5654"	"up"	1	573
"41148"	1560349	"5fbda39faffe3ee8f859d48492432e3a"	"down"	-1	574
"41166"	1562185	"4569d356b2d4d95d4b4c651994fe5654"	"down"	-1	574
"41181"	1564019	"4569d356b2d4d95d4b4c651994fe5654"	"up"	1	577
"41199"	1565852	"cde973a683908e6550ab56eda375339b"	"up"	1	583
"41231"	1567685	"cde973a683908e6550ab56eda375339b"	"down"	-1	579
"41263"	1569519	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	595
"41286"	1571352	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	604
"41316"	1573186	"a7b12f391eb0cd182bf9e796f4e23d12"	"up"	1	620
"41359"	1575028	"0fe4768210558701063800ec6808158a"	"up"	1	635
"41400"	1576863	"eea5fa4f20aaeeae3c879ba1c9e8d263"	"up"	1	642
"41420"	1578705	"5fbda39faffe3ee8f859d48492432e3a"	"down"	-1	648
"41460"	1580541	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	654
"41494"	1582385	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	658
"41529"	1584224	"903d95667ceed4f4e5c934de864ee35d"	"down"	-1	655
"41561"	1586063	"cde973a683908e6550ab56eda375339b"	"down"	-1	663
"41594"	1587965	"67c34d28ad854a9ca831c2b2ee58ebc5"	"down"	-1	654
"41631"	1589800	"67c34d28ad854a9ca831c2b2ee58ebc5"	"up"	1	667
"41659"	1591638	"903d95667ceed4f4e5c934de864ee35d"	"up"	1	667
"41694"	1593477	"c57afd37ea0ae3f21000e0d1a051ed73"	"down"	-1	666
"41723"	1595313	"c57afd37ea0ae3f21000e0d1a051ed73"	"up"	1	673
"41749"	1597148	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	681
"41770"	1598981	"8e77e6799408953df50f51a730545f88"	"up"	1	692
"41796"	1600815	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	696
"41829"	1602651	"b8960a4795c3f833e8a7c1460d5318b2"	"up"	1	693
"41858"	1604485	"cbaa4baa45928afd7c321522a8abbcfb"	"down"	-1	696
"41900"	1606318	"a7b12f391eb0cd182bf9e796f4e23d12"	"down"	-1	692
"41928"	1608155	"2b0e895a0532cc474cee9ec3260828f4"	"up"	1	690
"41962"	1609992	"584ccda2fedec2bee988fa69bcedf142"	"down"	-1	690
"42005"	1611829	"bb1e7a3c153cfb100df472d49ce6d596"	"down"	-1	675
"42040"	1613665	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	664
"42071"	1615501	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	653
"42093"	1617335	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	651
"42131"	1619169	"21a3af1a0f3b8b4d103caf506ff866bd"	"up"	1	645
"42157"	1621002	"584ccda2fedec2bee988fa69bcedf142"	"up"	1	633
"42185"	1622836	"4ddce187fbc417bdb33c306092bfbc23"	"down"	-1	623
"42219"	1624673	"bb1e7a3c153cfb100df472d49ce6d596"	"up"	1	607
"42247"	1626506	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	597
"42277"	1628347	"3dc84cd80d51dfccf3bded48f7bdb362"	"down"	-1	587
"42308"	1630184	"8458b660a50749be6a528ecba163229f"	"up"	1	584
"42323"	1632018	"33478a7e6897156bc48d30fbb3c0414f"	"down"	-1	577
"42347"	1633851	"0fe4768210558701063800ec6808158a"	"down"	-1	571
"42369"	1635684	"449be95bfa021604ae6f7c108e3a3a1f"	"down"	-1	563
"42392"	1637518	"584ccda2fedec2bee988fa69bcedf142"	"down"	-1	556
"42432"	1639351	"eea5fa4f20aaeeae3c879ba1c9e8d263"	"down"	-1	536
"42473"	1641185	"e2a0767613d057e7fc0e531308005ed9"	"up"	1	557
"42486"	1643018	"5fbda39faffe3ee8f859d48492432e3a"	"down"	-1	556
"42511"	1644855	"449be95bfa021604ae6f7c108e3a3a1f"	"down"	-1	559
"42526"	1646698	"3dc84cd80d51dfccf3bded48f7bdb362"	"up"	1	556
"42544"	1648550	"afc7d24d77acbcee70dc4dce9d91faee"	"up"	1	564
"42563"	1650424	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	561
"42703"	1652295	"b0e1403fd57888e73128158e0f68562f"	"up"	1	445
"42844"	1654164	"a7f8dd1dfef3ff7462f7f1901911c6a2"	"up"	1	578
"42872"	1656016	"6d7b10663223061d95aa4d58469441e4"	"up"	1	584
"42904"	1657887	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	594
"42937"	1659738	"58a9ea77b955b71eda547132ccabc5d2"	"up"	1	609
"42970"	1661590	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	620
"42998"	1663461	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	636
"43026"	1665312	"61a5c050a59bcfd4e49e247aaa68493d"	"up"	1	642
"43056"	1667150	"07951e3cd2c271b5dfda51b7b552306c"	"up"	1	640
"43092"	1669020	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	644
"43130"	1670870	"cde973a683908e6550ab56eda375339b"	"down"	-1	656
"43159"	1672708	"cde973a683908e6550ab56eda375339b"	"up"	1	665
"43186"	1674578	"3efbf8204a0761190d48fb6eb6f986fc"	"down"	-1	666
"43213"	1676429	"b0e1403fd57888e73128158e0f68562f"	"down"	-1	673
"43375"	1678294	"b0e1403fd57888e73128158e0f68562f"	"up"	1	547
"43539"	1680145	"e0c55ce9aa46b1438f90a383e1b305ec"	"down"	-1	673
"43576"	1681988	"efa30fbabb6d856b6e213c2564272b68"	"up"	1	676
"43602"	1683830	"fa97e883159671c826fda90c7eb60082"	"down"	-1	672
"43632"	1685681	"3f3239871014c02c84c62a93ba14e20b"	"up"	1	684
"43673"	1687519	"a53c5eb84fa12ee8e097eebf406df338"	"down"	-1	689
"43704"	1689370	"33478a7e6897156bc48d30fbb3c0414f"	"up"	1	684
"43736"	1691222	"b4e7f3830df82a355ffaa1612713cf70"	"up"	1	678
"43775"	1693073	"efa30fbabb6d856b6e213c2564272b68"	"down"	-1	679
"43815"	1694915	"b8960a4795c3f833e8a7c1460d5318b2"	"down"	-1	681
"43848"	1696748	"274e3a0ced6108a9db078372812a2389"	"down"	-1	680
"43876"	1698586	"b8960a4795c3f833e8a7c1460d5318b2"	"up"	1	678
"43910"	1700456	"6d7b10663223061d95aa4d58469441e4"	"down"	-1	670
"43949"	1702308	"8458b660a50749be6a528ecba163229f"	"down"	-1	649
"43985"	1704159	"391ec87045efff317b3f1d39466352dc"	"down"	-1	641
"44032"	1705996	"274e3a0ced6108a9db078372812a2389"	"up"	1	622
"44072"	1707848	"ab1c733c2b175817594c1f9e023e7d87"	"down"	-1	610
"44108"	1709717	"b4e7f3830df82a355ffaa1612713cf70"	"down"	-1	600
"44144"	1711554	"0fe4768210558701063800ec6808158a"	"down"	-1	576
"44177"	1713406	"58a9ea77b955b71eda547132ccabc5d2"	"down"	-1	565
"44216"	1715257	"33478a7e6897156bc48d30fbb3c0414f"	"up"	1	544
"44242"	1717108	"33478a7e6897156bc48d30fbb3c0414f"	"down"	-1	538
"44260"	1718950	"a7b12f391eb0cd182bf9e796f4e23d12"	"down"	-1	538
"44289"	1720788	"55fb8fd39acd6163ce29f5803d874359"	"up"	1	535
"44309"	1722659	"449be95bfa021604ae6f7c108e3a3a1f"	"down"	-1	547
"44338"	1724588	"6f18eab1f344a5a070b03097a36a45ff"	"up"	1	554
"44362"	1726430	"ecce30f065256c3e95a2140b1ad5f83b"	"down"	-1	558
"44378"	1728282	"6f18eab1f344a5a070b03097a36a45ff"	"down"	-1	554
